City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Gweta,BW,2021-03-06 08:41:59,-20.1833,25.2333,83.55,33,0,9.95
281,Geraldton,AU,2021-03-06 08:42:00,-28.7667,114.6,82.4,54,80,19.57
282,Isangel,VU,2021-03-06 08:42:00,-19.55,169.2667,84.2,79,90,36.82
283,Hofn,IS,2021-03-06 08:42:00,64.2539,-15.2082,39.94,69,98,6.69
284,Manicore,BR,2021-03-06 08:42:00,-5.8092,-61.3003,73.22,94,99,1.32
285,Katangli,RU,2021-03-06 08:42:00,51.7102,143.2326,-5.33,87,100,10.13
286,Chokurdakh,RU,2021-03-06 08:42:01,70.6333,147.9167,-8.82,90,100,21.27
287,Baragua,CU,2021-03-06 08:42:01,21.6967,-78.6328,66.31,82,14,3.91
288,Chapais,CA,2021-03-06 08:42:01,49.7834,-74.8492,6.8,85,90,11.5
289,Port Macquarie,AU,2021-03-06 08:41:31,-31.4333,152.9167,71.01,71,85,1.01
290,Katobu,ID,2021-03-06 08:42:02,-4.9408,122.5276,79.77,87,100,4.94
291,Davila,PH,2021-03-06 08:42:02,18.4726,120.5763,82.4,78,40,8.05
292,Chiang Rai,TH,2021-03-06 08:42:03,19.9167,99.9167,95.0,31,0,5.75
293,Upata,VE,2021-03-06 08:42:03,8.0086,-62.3989,75.0,97,86,1.99
294,Aswan,EG,2021-03-06 08:42:03,24.0934,32.907,77.49,20,0,12.55
295,Milledgeville,US,2021-03-06 08:39:17,33.0801,-83.2321,55.4,54,90,3.44
296,San Isidro,PE,2021-03-06 08:42:04,-12.1167,-77.05,73.4,83,40,6.91
297,Santa Marta,CO,2021-03-06 08:42:04,11.2408,-74.199,80.01,81,40,9.48
298,Dharchula,IN,2021-03-06 08:42:04,29.85,80.5333,77.67,15,0,6.98
299,Dunedin,NZ,2021-03-06 08:42:05,-45.8742,170.5036,57.0,77,100,3.4
300,Uyuni,BO,2021-03-06 08:42:05,-20.4597,-66.825,45.79,70,67,5.84
301,Blyznyuky,UA,2021-03-06 08:42:05,48.8578,36.5551,32.45,90,100,13.91
302,Ancud,CL,2021-03-06 08:42:06,-41.8697,-73.8203,57.99,100,90,9.22
303,Cherskiy,RU,2021-03-06 08:42:06,68.75,161.3,-13.32,90,100,4.25
304,Arman,RU,2021-03-06 08:42:06,59.7,150.1667,-8.59,75,100,7.74
305,Veraval,IN,2021-03-06 08:42:07,20.9,70.3667,87.76,34,0,14.79
306,Mago,RU,2021-03-06 08:42:07,53.2514,140.1822,-8.05,84,17,6.42
307,Dalvik,IS,2021-03-06 08:42:07,65.9702,-18.5286,33.8,93,90,1.14
308,Tukrah,LY,2021-03-06 08:42:08,32.5341,20.5791,71.02,28,9,24.16
309,Kankon,IN,2021-03-06 08:42:08,15.0167,74.0167,87.8,62,20,11.5
310,Isla Vista,US,2021-03-06 08:42:08,34.4133,-119.861,52.0,87,1,14.2
311,Wad Madani,SD,2021-03-06 08:42:09,14.4012,33.5199,93.45,16,0,14.74
312,Verkhnyaya Inta,RU,2021-03-06 08:42:09,65.9811,60.3094,0.09,91,100,8.93
313,Hanzhong,CN,2021-03-06 08:42:09,33.0728,107.0303,63.57,37,99,11.03
314,Hamilton,US,2021-03-06 08:42:10,39.1834,-84.5333,32.0,59,1,5.75
315,Makarska,HR,2021-03-06 08:42:10,43.2969,17.0178,51.8,30,0,9.22
316,Florianopolis,BR,2021-03-06 08:42:10,-27.6146,-48.5012,72.0,94,20,3.44
317,Boa Vista,BR,2021-03-06 08:42:11,2.8197,-60.6733,77.0,73,40,8.05
318,Sitka,US,2021-03-06 08:42:11,57.0531,-135.33,35.6,87,90,12.66
319,Nouadhibou,MR,2021-03-06 08:42:11,20.931,-17.0347,60.8,82,0,20.71
320,Saint Albans,GB,2021-03-06 08:40:36,51.75,-0.3333,37.0,87,75,4.61
321,Douglas,US,2021-03-06 08:42:12,41.3,-96.167,37.4,80,1,4.34
322,Matamoros,MX,2021-03-06 08:42:12,25.5333,-103.25,57.0,21,0,1.99
323,Rundu,NA,2021-03-06 08:42:12,-17.9333,19.7667,82.67,40,27,5.68
324,Marsh Harbour,BS,2021-03-06 08:42:13,26.5412,-77.0636,69.89,55,100,10.76
325,Karratha,AU,2021-03-06 08:42:13,-20.7377,116.8463,87.57,48,34,13.51
326,Mount Pleasant,US,2021-03-06 08:42:13,32.7941,-79.8626,51.01,93,90,8.48
327,Taoudenni,ML,2021-03-06 08:42:14,22.6783,-3.9836,75.97,17,0,12.73
328,Tiarei,PF,2021-03-06 08:42:14,-17.5333,-149.3333,78.8,78,75,5.75
329,Sao Joao Da Barra,BR,2021-03-06 08:42:14,-21.6403,-41.0511,75.61,85,100,8.79
330,Nanortalik,GL,2021-03-06 08:42:15,60.1432,-45.2371,33.48,89,100,14.45
331,Ndjole,GA,2021-03-06 08:42:15,-0.1783,10.7649,84.94,68,66,3.83
332,Atambua,ID,2021-03-06 08:42:15,-9.1061,124.8925,79.52,78,44,2.77
333,Itoigawa,JP,2021-03-06 08:42:16,37.0333,137.85,39.0,75,100,9.98
334,Nazret,ET,2021-03-06 08:42:16,8.55,39.2667,78.21,29,100,20.8
335,Kahului,US,2021-03-06 08:42:16,20.8947,-156.47,69.8,73,40,11.5
336,Ixtapa,MX,2021-03-06 08:42:16,20.7,-105.2,66.0,91,0,1.72
337,Evensk,RU,2021-03-06 08:42:16,61.95,159.2333,-17.52,76,99,4.85
338,Oktyabrskiy,RU,2021-03-06 08:42:16,54.4815,53.471,20.48,95,95,10.67
339,Ketchikan,US,2021-03-06 08:42:17,55.3422,-131.6461,37.4,100,90,3.44
340,Augusto Correa,BR,2021-03-06 08:41:21,-1.0217,-46.635,73.83,96,100,2.42
341,La Crosse,US,2021-03-06 08:40:09,43.8014,-91.2396,26.6,74,75,3.24
342,La Ronge,CA,2021-03-06 08:42:18,55.1001,-105.2842,32.0,86,100,11.5
343,Gimli,CA,2021-03-06 08:42:18,50.6336,-96.9907,21.2,73,6,5.75
344,Pio Xii,BR,2021-03-06 08:42:18,-3.8325,-45.1525,72.72,97,91,1.32
345,La Poza,MX,2021-03-06 08:42:18,20.1167,-96.9667,70.25,82,33,6.2
346,Aba,NG,2021-03-06 08:42:18,5.1066,7.3667,82.4,94,40,6.58
347,Glamoc,BA,2021-03-06 08:42:19,44.0458,16.8486,28.94,90,72,8.12
348,Vallenar,CL,2021-03-06 08:42:19,-28.5708,-70.7581,58.35,83,0,1.5
349,Marzuq,YE,2021-03-06 08:42:19,14.4,46.4667,86.25,13,0,18.1
350,Vidim,RU,2021-03-06 08:42:20,56.4088,103.1106,25.52,94,100,11.72
351,Shenjiamen,CN,2021-03-06 08:42:20,29.9576,122.298,49.95,87,100,17.69
352,Wajima,JP,2021-03-06 08:42:20,37.4,136.9,33.8,80,75,6.91
353,Luwuk,ID,2021-03-06 08:42:21,-0.9516,122.7875,80.6,70,100,1.83
354,Vostok,RU,2021-03-06 08:42:21,46.4856,135.8833,-3.91,93,100,6.31
355,Aleksandriyskaya,RU,2021-03-06 08:42:21,44.2272,43.3453,59.0,32,0,6.71
356,Mitu,CO,2021-03-06 08:42:21,1.1983,-70.1733,70.48,98,84,2.37
357,Makakilo City,US,2021-03-06 08:42:22,21.3469,-158.0858,69.8,83,20,5.75
358,Caucaia,BR,2021-03-06 08:42:22,-3.7361,-38.6531,79.0,89,20,5.75
359,Mahebourg,MU,2021-03-06 08:42:22,-20.4081,57.7,87.8,74,75,16.11
360,Vardo,NO,2021-03-06 08:42:22,70.3705,31.1107,23.52,96,100,16.08
361,Sioux Lookout,CA,2021-03-06 08:42:14,50.1001,-91.917,8.6,85,1,2.3
362,Inirida,CO,2021-03-06 08:42:23,3.8653,-67.9239,72.73,94,66,2.62
363,Henties Bay,NA,2021-03-06 08:42:23,-22.116,14.2845,69.01,85,16,8.01
364,Dauriya,RU,2021-03-06 08:42:24,49.9333,116.8667,11.1,93,98,3.65
365,Nowy Dwor Gdanski,PL,2021-03-06 08:42:24,54.2131,19.1177,36.0,93,40,10.36
366,Okiot,PH,2021-03-06 08:42:25,9.5667,123.1667,86.0,70,20,11.5
367,Yantal,RU,2021-03-06 08:42:25,56.8471,105.2542,25.92,94,100,9.28
368,Chuy,UY,2021-03-06 08:42:26,-33.6971,-53.4616,65.79,80,99,5.93
369,Ahipara,NZ,2021-03-06 08:42:26,-35.1667,173.1667,63.88,89,100,4.85
370,Mairinque,BR,2021-03-06 08:42:27,-23.5458,-47.1833,72.0,88,75,8.05
371,Mount Gambier,AU,2021-03-06 08:42:27,-37.8333,140.7667,69.8,49,85,11.5
372,Pontianak,ID,2021-03-06 08:42:27,-0.0333,109.3333,75.2,100,75,3.44
373,Upernavik,GL,2021-03-06 08:42:28,72.7868,-56.1549,-14.04,87,100,13.62
374,Saint-Joseph,RE,2021-03-06 08:42:28,-21.3667,55.6167,86.0,66,0,6.91
375,Zhezkazgan,KZ,2021-03-06 08:42:28,47.8043,67.7144,28.6,94,10,5.14
376,Laguna,US,2021-03-06 08:42:28,38.421,-121.4238,54.0,71,90,12.66
377,Santa Isabel Do Rio Negro,BR,2021-03-06 08:42:29,-0.4139,-65.0192,71.92,97,100,0.76
378,Tateyama,JP,2021-03-06 08:42:29,34.9833,139.8667,62.01,72,75,5.75
379,Opuwo,NA,2021-03-06 08:42:29,-18.0607,13.84,85.84,26,0,14.58
380,Malampaka,TZ,2021-03-06 08:42:30,-3.1333,33.5333,73.8,72,100,3.74
381,Shelburne,CA,2021-03-06 08:42:30,44.0787,-80.2041,18.0,83,100,8.97
382,Port Hedland,AU,2021-03-06 08:42:30,-20.3167,118.5667,89.6,58,56,14.97
383,Tsnori,GE,2021-03-06 08:42:31,41.6209,45.9694,51.8,50,0,6.91
384,Virginia Beach,US,2021-03-06 08:39:46,36.8529,-75.978,37.99,64,90,5.75
385,Chengam,IN,2021-03-06 08:39:16,12.3,78.8,96.15,19,0,9.28
386,Codrington,AU,2021-03-06 08:42:31,-38.2667,141.9667,56.82,81,75,11.52
387,Balykshi,KZ,2021-03-06 08:42:32,47.0667,51.8667,41.0,87,53,15.66
388,Aklavik,CA,2021-03-06 08:42:32,68.2191,-135.0107,-4.0,77,7,3.44
389,Gladstone,AU,2021-03-06 08:42:32,-23.85,151.25,80.6,57,1,11.5
390,Linjiang,CN,2021-03-06 08:42:32,41.8069,126.9078,22.98,81,0,2.73
391,Kutum,SD,2021-03-06 08:42:33,14.2,24.6667,78.42,15,0,10.4
392,Bachaquero,VE,2021-03-06 08:42:33,9.9694,-71.1494,78.3,73,21,4.43
393,Bambous Virieux,MU,2021-03-06 08:42:33,-20.3428,57.7575,87.8,74,75,16.11
394,Farafangana,MG,2021-03-06 08:42:34,-22.8167,47.8333,82.47,77,63,9.95
395,Mokhsogollokh,RU,2021-03-06 08:42:34,61.4681,128.9203,-14.12,88,65,1.52
396,Mount Isa,AU,2021-03-06 08:42:34,-20.7333,139.5,96.8,11,0,10.36
397,Deputatskiy,RU,2021-03-06 08:42:35,69.3,139.9,-22.04,86,100,10.02
398,Nemuro,JP,2021-03-06 08:42:35,43.3236,145.575,15.8,62,20,14.97
399,Ilulissat,GL,2021-03-06 08:42:35,69.2167,-51.1,19.4,86,90,8.05
400,Leon,MX,2021-03-06 08:42:35,21.1167,-101.6667,54.12,70,0,4.61
401,Waipawa,NZ,2021-03-06 08:42:36,-41.4122,175.5153,64.4,68,100,24.16
402,Paramirim,BR,2021-03-06 08:42:36,-13.4425,-42.2389,67.44,74,49,0.38
403,Vestmannaeyjar,IS,2021-03-06 08:42:36,63.4427,-20.2734,42.73,82,48,2.68
404,Jaffna,LK,2021-03-06 08:42:37,9.6685,80.0074,83.57,65,14,9.35
405,Bathsheba,BB,2021-03-06 08:42:37,13.2167,-59.5167,77.0,69,20,13.8
406,Bandarbeyla,SO,2021-03-06 08:42:37,9.4942,50.8122,80.58,59,32,17.25
407,Te Anau,NZ,2021-03-06 08:42:37,-45.4167,167.7167,46.51,86,92,1.99
408,Taunggyi,MM,2021-03-06 08:42:38,20.7833,97.0333,81.18,16,22,11.1
409,Morondava,MG,2021-03-06 08:42:38,-20.2833,44.2833,83.19,72,52,6.13
410,Ca Mau,VN,2021-03-06 08:41:34,9.1769,105.15,92.37,36,0,13.31
411,Ucluelet,CA,2021-03-06 08:40:45,48.9329,-125.5528,45.0,89,99,3.0
412,Along,IN,2021-03-06 08:42:38,28.1667,94.7667,71.4,47,65,3.11
413,Arani,IN,2021-03-06 08:42:39,12.6667,79.2833,95.81,19,0,6.44
414,Sharan,RU,2021-03-06 08:42:39,54.8167,54.0,18.91,96,100,10.71
415,Lufilufi,WS,2021-03-06 08:42:40,-13.8745,-171.5986,77.0,100,20,5.75
416,Avera,US,2021-03-06 08:42:40,33.194,-82.5271,50.0,71,90,6.91
417,Fastovetskaya,RU,2021-03-06 08:42:40,45.9189,40.1589,52.11,58,100,18.43
418,Almaznyy,RU,2021-03-06 08:42:41,48.0448,40.045,35.6,93,75,8.95
419,Kendari,ID,2021-03-06 08:42:41,-3.945,122.4989,81.0,75,80,7.58
420,Whitehorse,CA,2021-03-06 08:42:41,60.7161,-135.0538,23.0,86,75,9.22
421,Mananjary,MG,2021-03-06 08:42:42,-21.2167,48.3333,83.53,69,87,11.72
422,Venice,US,2021-03-06 08:42:42,27.0998,-82.4543,57.99,82,1,5.75
423,Eyl,SO,2021-03-06 08:42:42,7.9803,49.8164,86.27,38,53,21.7
424,Pilot Butte,CA,2021-03-06 08:42:42,50.4668,-104.4178,33.8,93,100,11.5
425,Saint George,US,2021-03-06 08:38:07,37.1041,-113.5841,55.4,21,1,6.91
426,Buta,CD,2021-03-06 08:42:43,2.7858,24.73,97.63,14,89,4.38
427,Beyneu,KZ,2021-03-06 08:42:43,45.3167,55.2,47.43,53,0,10.45
428,Talnakh,RU,2021-03-06 08:42:44,69.4865,88.3972,-6.29,84,77,1.74
429,Vila Franca Do Campo,PT,2021-03-06 08:42:44,37.7167,-25.4333,51.8,93,40,4.61
430,Tecoanapa,MX,2021-03-06 08:42:44,16.5167,-98.75,70.16,83,0,3.78
431,Cawayan,PH,2021-03-06 08:42:44,9.9718,122.6249,83.28,71,99,14.34
432,Strangnas,SE,2021-03-06 08:42:44,59.3774,17.0312,36.0,64,40,12.66
433,Zalantun,CN,2021-03-06 08:42:45,48.0,122.7167,20.62,61,0,11.52
434,Karimganj,IN,2021-03-06 08:42:45,24.8667,92.35,88.32,36,5,7.63
435,Kapuskasing,CA,2021-03-06 08:42:15,49.4169,-82.4331,6.8,66,75,13.8
436,Port Keats,AU,2021-03-06 08:42:45,-14.25,129.55,85.1,80,33,9.31
437,Cairns,AU,2021-03-06 08:42:46,-16.9167,145.7667,82.4,78,90,2.3
438,Sungairaya,ID,2021-03-06 08:42:46,0.7,108.9,81.84,83,100,11.34
439,Panjab,AF,2021-03-06 08:42:47,34.388,67.0233,35.69,87,88,5.75
440,Qaqortoq,GL,2021-03-06 08:42:47,60.7167,-46.0333,44.6,29,90,14.97
441,Ishigaki,JP,2021-03-06 08:42:47,24.3448,124.1572,75.2,83,75,13.8
442,Vryheid,ZA,2021-03-06 08:40:22,-27.7695,30.7917,77.77,50,12,4.65
443,Solwezi,ZM,2021-03-06 08:42:48,-12.1688,26.3894,75.25,64,33,5.95
444,Puerto Del Rosario,ES,2021-03-06 08:42:48,28.5004,-13.8627,64.4,68,20,14.97
445,Esik,KZ,2021-03-06 08:42:48,43.3552,77.4525,48.2,46,40,4.47
446,Grafton,US,2021-03-06 08:39:48,42.207,-71.6856,23.0,49,1,8.05
447,Risor,NO,2021-03-06 08:42:49,58.7206,9.2342,41.0,66,31,1.99
448,Abeche,TD,2021-03-06 08:42:49,13.8292,20.8324,92.17,10,35,15.26
449,Grand Gaube,MU,2021-03-06 08:42:49,-20.0064,57.6608,84.99,69,99,7.0
450,Port Lincoln,AU,2021-03-06 08:42:50,-34.7333,135.8667,66.11,67,100,7.96
451,Tsumeb,NA,2021-03-06 08:38:34,-19.2333,17.7167,78.8,47,20,1.14
452,Tagusao,PH,2021-03-06 08:42:50,9.1924,117.8141,82.02,76,48,8.34
453,Esperance,AU,2021-03-06 08:42:50,-33.8667,121.9,69.8,78,90,11.5
454,Anjiang,CN,2021-03-06 08:42:51,27.3194,110.1031,53.74,83,100,5.64
455,Humaita,BR,2021-03-06 08:42:51,-7.5061,-63.0208,71.47,98,66,1.72
456,Ishurdi,BD,2021-03-06 08:42:52,24.1333,89.0833,97.27,12,2,11.21
457,Mandla,IN,2021-03-06 08:42:52,22.6,80.3833,96.17,8,9,10.71
458,Batsfjord,NO,2021-03-06 08:42:52,70.6345,29.7185,22.06,94,100,8.57
459,Araouane,ML,2021-03-06 08:42:52,18.9048,-3.5265,79.27,16,16,12.01
460,Jiupu,CN,2021-03-06 08:42:53,41.0667,122.95,26.69,67,0,11.59
461,Koungou,YT,2021-03-06 08:42:19,-12.7336,45.2042,87.8,66,40,20.71
462,Ugoofaaru,MV,2021-03-06 08:42:53,5.6667,73.0,83.03,67,24,6.82
463,Bondo,CD,2021-03-06 08:42:53,3.8146,23.6866,93.54,12,92,3.8
464,Maceio,BR,2021-03-06 08:42:54,-9.6658,-35.7353,71.6,94,0,3.44
465,Olafsvik,IS,2021-03-06 08:42:54,64.8945,-23.7142,40.86,80,91,10.16
466,Keta,GH,2021-03-06 08:42:54,5.9179,0.9879,86.0,79,20,10.36
467,Esil,KZ,2021-03-06 08:42:55,51.9556,66.4042,30.54,99,100,7.67
468,Antalaha,MG,2021-03-06 08:42:55,-14.9003,50.2788,86.67,60,23,8.08
469,Kaitangata,NZ,2021-03-06 08:42:55,-46.2817,169.8464,55.0,81,100,1.63
470,Turka,UA,2021-03-06 08:42:55,49.1541,23.0297,28.99,83,45,7.47
471,Walvis Bay,NA,2021-03-06 08:42:55,-22.9575,14.5053,69.8,73,18,4.61
472,Pestovo,RU,2021-03-06 08:42:56,58.5938,35.8024,20.03,94,90,6.06
473,Goderich,CA,2021-03-06 08:41:58,43.7501,-81.7165,28.4,64,100,17.27
474,Elat,IL,2021-03-06 08:42:56,29.5581,34.9482,62.6,59,0,11.5
475,Vao,NC,2021-03-06 08:42:56,-22.6667,167.4833,80.19,82,100,58.63
476,Alta Floresta,BR,2021-03-06 08:42:57,-9.8756,-56.0861,70.3,97,81,0.81
477,Surt,LY,2021-03-06 08:42:57,31.2089,16.5887,66.18,60,0,13.47
478,Westport,US,2021-03-06 08:42:57,41.1415,-73.3579,30.2,43,1,5.75
479,Baghdad,IQ,2021-03-06 08:41:33,33.3406,44.4009,66.2,48,0,9.22
480,Juye,CN,2021-03-06 08:42:57,35.3947,116.0883,43.0,1,99,11.48
481,Tres Arroyos,AR,2021-03-06 08:42:58,-38.3739,-60.2798,48.2,93,0,7.38
482,Pacific Grove,US,2021-03-06 08:42:41,36.6177,-121.9166,53.6,82,90,10.36
483,Movila Banului,RO,2021-03-06 08:42:58,44.9833,26.6833,37.4,70,90,21.85
484,Conceicao Do Mato Dentro,BR,2021-03-06 08:42:59,-19.0372,-43.425,65.25,89,100,1.92
485,Buin,CL,2021-03-06 08:42:59,-33.7333,-70.75,59.0,88,11,6.91
486,Jawhar,SO,2021-03-06 08:42:59,2.7809,45.5005,98.26,22,0,18.28
487,Aitape,PG,2021-03-06 08:42:59,-3.1374,142.3475,81.12,80,41,11.14
488,Buraydah,SA,2021-03-06 08:39:08,26.326,43.975,64.4,45,20,10.36
489,Kamyshevatskaya,RU,2021-03-06 08:43:00,46.4132,37.9563,43.68,82,99,8.97
490,Nanhyanga,TZ,2021-03-06 08:43:00,-10.8,39.55,75.24,92,100,4.03
491,Sabang,ID,2021-03-06 08:43:01,5.8933,95.3214,82.76,75,72,14.92
492,Gorele,TR,2021-03-06 08:43:01,41.0308,39.0031,62.6,36,0,5.75
493,Pingdu,CN,2021-03-06 08:43:01,36.7844,119.9464,42.8,36,0,13.42
494,Vitim,RU,2021-03-06 08:43:01,59.4511,112.5578,17.22,95,100,10.04
495,Constitucion,CL,2021-03-06 08:43:02,-35.3333,-72.4167,59.05,89,73,4.7
496,Puerto Colombia,CO,2021-03-06 08:43:02,10.9878,-74.9547,77.83,83,3,20.92
497,San Andres,CO,2021-03-06 08:38:37,12.5847,-81.7006,75.2,69,20,4.61
498,Olinda,BR,2021-03-06 08:43:03,-8.0089,-34.8553,78.8,69,20,5.75
499,Kljuc,BA,2021-03-06 08:39:02,44.535,16.7722,35.6,64,0,6.91
500,Konstantinovka,RU,2021-03-06 08:43:03,49.6167,127.9833,6.93,88,0,9.98
501,Ulladulla,AU,2021-03-06 08:43:03,-35.35,150.4667,66.99,59,63,10.36
502,Nome,US,2021-03-06 08:43:03,64.5011,-165.4064,3.2,85,75,6.82
503,Giresun,TR,2021-03-06 08:43:04,40.5,38.5,60.8,36,0,6.91
504,Mustasaari,FI,2021-03-06 08:43:04,63.1142,21.6822,33.8,93,75,12.66
505,Broome,US,2021-03-06 08:43:04,42.2506,-75.833,21.2,73,90,13.8
506,Kieta,PG,2021-03-06 08:43:04,-6.2167,155.6333,79.86,77,100,2.42
507,Kloulklubed,PW,2021-03-06 08:43:05,7.0419,134.2556,84.2,70,75,11.5
508,Ileza,RU,2021-03-06 08:43:05,61.0533,43.9002,7.18,95,90,4.68
509,Camaqua,BR,2021-03-06 08:43:05,-30.8511,-51.8122,59.34,96,7,4.85
510,Yangmei,CN,2021-03-06 08:43:06,24.1023,112.5618,68.88,77,22,6.4
511,Aden,YE,2021-03-06 08:42:41,12.7794,45.0367,79.61,64,0,11.41
512,Makubetsu,JP,2021-03-06 08:43:06,45.3714,141.8211,19.4,73,75,12.33
513,Punta De Bombon,PE,2021-03-06 08:43:06,-17.1717,-71.7931,71.31,82,100,4.79
514,Cabedelo,BR,2021-03-06 08:43:07,-6.9811,-34.8339,75.2,100,20,5.75
515,Azul,AR,2021-03-06 08:43:07,-36.777,-59.8585,53.01,86,0,3.0
516,Kizhinga,RU,2021-03-06 08:43:07,51.8462,109.9097,24.49,93,9,6.04
517,Hilton Head Island,US,2021-03-06 08:42:48,32.2163,-80.7526,55.4,54,40,6.91
518,Shubarkuduk,KZ,2021-03-06 08:41:16,49.1447,56.4872,33.64,98,100,9.84
519,Petropavlovsk-Kamchatskiy,RU,2021-03-06 08:43:08,53.0452,158.6483,28.4,46,75,11.18
520,Santa Cruz,BO,2021-03-06 08:43:08,-17.8,-63.1667,73.4,94,90,8.05
521,Beloha,MG,2021-03-06 08:43:09,-25.1667,45.05,85.62,58,33,13.06
522,Maragogi,BR,2021-03-06 08:40:48,-9.0122,-35.2225,76.78,81,43,0.4
523,Hami,CN,2021-03-06 08:39:11,42.8,93.45,51.8,39,48,7.7
524,Rabo De Peixe,PT,2021-03-06 08:43:09,37.8,-25.5833,51.8,93,40,4.61
525,Tutoia,BR,2021-03-06 08:43:10,-2.7619,-42.2744,75.65,91,100,8.03
526,Lomnice Nad Popelkou,CZ,2021-03-06 08:43:10,50.5306,15.3734,37.99,66,0,4.0
527,Bolivar,US,2021-03-06 08:43:10,37.6145,-93.4105,36.0,72,0,6.91
528,Kijang,KR,2021-03-06 08:43:11,35.2442,129.2139,44.6,65,75,16.11
529,Gurupa,BR,2021-03-06 08:43:11,-1.405,-51.64,72.88,98,100,1.79
530,Tarko-Sale,RU,2021-03-06 08:43:11,64.9225,77.785,16.54,96,100,3.8
531,Ganta,LR,2021-03-06 08:43:12,7.3022,-8.5308,73.13,94,100,2.71
532,Qena,EG,2021-03-06 08:43:12,26.1615,32.7183,69.8,37,0,4.61
533,Tibu,CO,2021-03-06 08:43:12,8.639,-72.7358,72.46,77,8,1.66
534,Katherine,AU,2021-03-06 08:43:12,-14.4667,132.2667,95.0,49,77,8.05
535,Galeana,MX,2021-03-06 08:43:12,24.8333,-100.0667,45.03,55,0,3.56
536,Dauphin,CA,2021-03-06 08:43:13,51.1494,-100.0502,23.0,93,1,4.61
537,Amboise,FR,2021-03-06 08:43:13,47.4125,0.9827,37.99,75,20,12.66
538,Tuy Hoa,VN,2021-03-06 08:43:13,13.0833,109.3,81.03,72,0,7.61
539,Kenai,US,2021-03-06 08:42:40,60.5544,-151.2583,26.01,86,90,3.49
540,Port Hawkesbury,CA,2021-03-06 08:43:14,45.6169,-61.3485,18.0,79,90,6.91
541,Hirara,JP,2021-03-06 08:43:14,24.8,125.2833,73.4,88,75,5.75
542,Irbit,RU,2021-03-06 08:43:14,57.6705,63.071,20.41,93,88,12.1
543,Malanje,AO,2021-03-06 08:43:14,-9.5402,16.341,68.0,94,90,5.75
544,Bjorkelangen,NO,2021-03-06 08:43:15,59.8848,11.5694,35.01,59,81,5.3
545,Khani,GE,2021-03-06 08:43:15,41.9563,42.9566,62.6,19,0,9.22
546,Sayan,PE,2021-03-06 08:43:15,-11.1361,-77.1933,71.51,59,100,1.57
547,Shache,CN,2021-03-06 08:43:15,38.4167,77.2406,60.42,30,0,8.46
548,Khandyga,RU,2021-03-06 08:43:16,62.6667,135.6,-29.81,83,91,2.42
549,Rio Cuarto,AR,2021-03-06 08:42:40,-33.1307,-64.3499,66.0,95,0,8.01
550,Horki,BY,2021-03-06 08:43:16,54.2861,30.9842,24.8,74,90,6.71
551,Sherlovaya Gora,RU,2021-03-06 08:43:16,50.5667,116.25,2.05,95,98,0.45
552,Kamenka,RU,2021-03-06 08:43:17,51.3223,42.7678,30.0,77,100,3.53
553,Tottori,JP,2021-03-06 08:43:17,35.5,134.2333,46.4,76,75,23.02
554,Ilhabela,BR,2021-03-06 08:43:17,-23.7781,-45.3581,75.36,84,100,7.23
555,Cordoba,AR,2021-03-06 08:39:27,-31.4135,-64.1811,72.0,100,0,6.91
556,Bonthe,SL,2021-03-06 08:43:17,7.5264,-12.505,79.57,86,96,5.28
557,Svetlogorsk,BY,2021-03-06 08:43:18,52.6333,29.7333,28.62,93,100,9.35
558,Banikoara,BJ,2021-03-06 08:43:18,11.2985,2.4386,88.59,36,54,4.7
559,Gornopravdinsk,RU,2021-03-06 08:38:06,60.05,69.9,19.63,96,100,7.94
